TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Height.unmanaged.CWHvm_DR_HW_M,,3
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,4
1,feature.Seral.CWHvm_DR_HW_M.immature,,5
1,feature.Seral.CWHvm_DR_HW_M.mature,,6
1,feature.Seral.CWHvm_DR_HW_M.overmature,,7
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
1,feature.Seral.CWHvm_DR_HW_M.young,,9
1,feature.Seral.immature,,5
1,feature.Seral.mature,,6
1,feature.Seral.overmature,,7
1,feature.Seral.regenerating,,8
1,feature.Seral.young,,9
1,feature.SpeciesProp.unmanaged.CW,,10
1,feature.SpeciesProp.unmanaged.FDC,,11
1,feature.SpeciesProp.unmanaged.HW,,12
1,feature.StemsPerHa.unmanaged.CWHvm_DR_HW_M,,13
1,feature.Yield.unmanaged.CW,,14
1,feature.Yield.unmanaged.FDC,,15
1,feature.Yield.unmanaged.HW,,16
1,feature.Yield.unmanaged.Total,,17
2,feature.Area.managed,,2
2,feature.Area.og1.CWHvm_DR_HW_M,,0
2,feature.Area.og1.total,,0
2,feature.Area.og2.CWHvm_DR_HW_M,,1
2,feature.Area.og2.total,,1
2,feature.Height.managed.CWHvm_DR_HW_M,,18
2,feature.QMD.managed.CWHvm_DR_HW_M,,19
2,feature.Seral.CWHvm_DR_HW_M.immature,,5
2,feature.Seral.CWHvm_DR_HW_M.mature,,6
2,feature.Seral.CWHvm_DR_HW_M.overmature,,7
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
2,feature.Seral.CWHvm_DR_HW_M.young,,9
2,feature.Seral.immature,,5
2,feature.Seral.mature,,6
2,feature.Seral.overmature,,7
2,feature.Seral.regenerating,,8
2,feature.Seral.young,,9
2,feature.SpeciesProp.managed.CW,,20
2,feature.SpeciesProp.managed.FDC,,11
2,feature.SpeciesProp.managed.HW,,21
2,feature.StemsPerHa.managed.CWHvm_DR_HW_M,,22
2,feature.Yield.managed.CW,,23
2,feature.Yield.managed.FDC,,24
2,feature.Yield.managed.HW,,25
2,feature.Yield.managed.Total,,26
3,feature.Area.og1.CWHvm_FDC_HW_H,,40
3,feature.Area.og1.total,,40
3,feature.Area.og2.CWHvm_FDC_HW_H,,1
3,feature.Area.og2.total,,1
3,feature.Area.unmanaged,,2
3,feature.Height.unmanaged.CWHvm_FDC_HW_H,,41
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,42
3,feature.Seral.CWHvm_FDC_HW_H.immature,,43
3,feature.Seral.CWHvm_FDC_HW_H.mature,,44
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,45
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,8
3,feature.Seral.CWHvm_FDC_HW_H.young,,9
3,feature.Seral.immature,,43
3,feature.Seral.mature,,44
3,feature.Seral.overmature,,45
3,feature.Seral.regenerating,,8
3,feature.Seral.young,,9
3,feature.SpeciesProp.unmanaged.CW,,46
3,feature.SpeciesProp.unmanaged.FDC,,47
3,feature.SpeciesProp.unmanaged.HW,,48
3,feature.StemsPerHa.unmanaged.CWHvm_FDC_HW_H,,49
3,feature.Yield.unmanaged.CW,,50
3,feature.Yield.unmanaged.FDC,,51
3,feature.Yield.unmanaged.HW,,52
3,feature.Yield.unmanaged.Total,,53
4,feature.Area.managed,,2
4,feature.Area.og1.CWHvm_FDC_HW_H,,40
4,feature.Area.og1.total,,40
4,feature.Area.og2.CWHvm_FDC_HW_H,,1
4,feature.Area.og2.total,,1
4,feature.Height.managed.CWHvm_FDC_HW_H,,54
4,feature.QMD.managed.CWHvm_FDC_HW_H,,55
4,feature.Seral.CWHvm_FDC_HW_H.immature,,43
4,feature.Seral.CWHvm_FDC_HW_H.mature,,44
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,45
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,8
4,feature.Seral.CWHvm_FDC_HW_H.young,,9
4,feature.Seral.immature,,43
4,feature.Seral.mature,,44
4,feature.Seral.overmature,,45
4,feature.Seral.regenerating,,8
4,feature.Seral.young,,9
4,feature.SpeciesProp.managed.CW,,46
4,feature.SpeciesProp.managed.FDC,,47
4,feature.SpeciesProp.managed.HW,,48
4,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,22
4,feature.Yield.managed.CW,,56
4,feature.Yield.managed.FDC,,57
4,feature.Yield.managed.HW,,58
4,feature.Yield.managed.Total,,59
5,feature.Area.managed,,2
5,feature.Area.og1.CWHvm_FDC_HW_H,,40
5,feature.Area.og1.total,,40
5,feature.Area.og2.CWHvm_FDC_HW_H,,1
5,feature.Area.og2.total,,1
5,feature.Height.managed.CWHvm_FDC_HW_H,,54
5,feature.QMD.managed.CWHvm_FDC_HW_H,,55
5,feature.SpeciesProp.managed.CW,,75
5,feature.SpeciesProp.managed.FDC,,76
5,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,77
5,feature.Yield.managed.CW,,78
5,feature.Yield.managed.FDC,,79
5,feature.Yield.managed.Total,,59
6,feature.Area.managed,,2
6,feature.Area.og1.CWHvm_FDC_HW_H,,40
6,feature.Area.og1.total,,40
6,feature.Area.og2.CWHvm_FDC_HW_H,,1
6,feature.Area.og2.total,,1
6,feature.Height.managed.CWHvm_FDC_HW_H,,54
6,feature.QMD.managed.CWHvm_FDC_HW_H,,91
6,feature.SpeciesProp.managed.CW,,75
6,feature.SpeciesProp.managed.FDC,,76
6,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,92
6,feature.Yield.managed.CW,,93
6,feature.Yield.managed.FDC,,94
6,feature.Yield.managed.Total,,95
7,feature.Area.managed,,2
7,feature.Area.og1.CWHvm_FDC_HW_H,,40
7,feature.Area.og1.total,,40
7,feature.Area.og2.CWHvm_FDC_HW_H,,1
7,feature.Area.og2.total,,1
7,feature.Height.managed.CWHvm_FDC_HW_H,,54
7,feature.QMD.managed.CWHvm_FDC_HW_H,,101
7,feature.SpeciesProp.managed.CW,,75
7,feature.SpeciesProp.managed.FDC,,76
7,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,92
7,feature.Yield.managed.CW,,102
7,feature.Yield.managed.FDC,,103
7,feature.Yield.managed.Total,,104
8,feature.Area.managed,,2
8,feature.Area.og1.CWHvm_FDC_HW_H,,40
8,feature.Area.og1.total,,40
8,feature.Area.og2.CWHvm_FDC_HW_H,,1
8,feature.Area.og2.total,,1
8,feature.Height.managed.CWHvm_FDC_HW_H,,54
8,feature.QMD.managed.CWHvm_FDC_HW_H,,110
8,feature.SpeciesProp.managed.CW,,75
8,feature.SpeciesProp.managed.FDC,,76
8,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,92
8,feature.Yield.managed.CW,,111
8,feature.Yield.managed.FDC,,112
8,feature.Yield.managed.Total,,113
9,feature.Area.managed,,2
9,feature.Area.og1.CWHvm_FDC_HW_H,,40
9,feature.Area.og1.total,,40
9,feature.Area.og2.CWHvm_FDC_HW_H,,1
9,feature.Area.og2.total,,1
9,feature.Height.managed.CWHvm_FDC_HW_H,,54
9,feature.QMD.managed.CWHvm_FDC_HW_H,,119
9,feature.SpeciesProp.managed.CW,,75
9,feature.SpeciesProp.managed.FDC,,76
9,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,92
9,feature.Yield.managed.CW,,120
9,feature.Yield.managed.FDC,,121
9,feature.Yield.managed.Total,,122
10,feature.Area.og1.CWHvm_HW_CW_M,,127
10,feature.Area.og1.total,,127
10,feature.Area.og2.CWHvm_HW_CW_M,,1
10,feature.Area.og2.total,,1
10,feature.Area.unmanaged,,2
10,feature.Height.unmanaged.CWHvm_HW_CW_M,,128
10,feature.QMD.unmanaged.CWHvm_HW_CW_M,,129
10,feature.Seral.CWHvm_HW_CW_M.immature,,130
10,feature.Seral.CWHvm_HW_CW_M.mature,,131
10,feature.Seral.CWHvm_HW_CW_M.overmature,,7
10,feature.Seral.CWHvm_HW_CW_M.regenerating,,8
10,feature.Seral.CWHvm_HW_CW_M.young,,9
10,feature.Seral.immature,,130
10,feature.Seral.mature,,131
10,feature.Seral.overmature,,7
10,feature.Seral.regenerating,,8
10,feature.Seral.young,,9
10,feature.SpeciesProp.unmanaged.CW,,12
10,feature.SpeciesProp.unmanaged.FDC,,10
10,feature.SpeciesProp.unmanaged.HW,,132
10,feature.StemsPerHa.unmanaged.CWHvm_HW_CW_M,,13
10,feature.Yield.unmanaged.CW,,133
