TIME,ITERATION,OBJECTIVE,TYPE,DETAIL
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Package 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l15h5\packages.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"0 package records were read"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Loading sequence definitions from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l15h5\packageSequences.csv"
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Sequences 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l15h5\packageSequences.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"0 sequence records were read"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Resolving packages"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Loading accounts from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l15h5\accounts.csv"
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Account file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l15h5\accounts.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Calculate groups using AU"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Calculate groups using IFM"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Adding groups from ..\tracks_ctfert_l15h5\groups.csv"
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Group file '..\tracks_ctfert_l15h5\groups.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Adding groups from ..\tracks_ctfert_l15h5\groups_ctfert_au.csv"
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Group file '..\tracks_ctfert_l15h5\groups_ctfert_au.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Load file,"Topology file '..\blocks\topology_blocks_200r.csv'"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Loading topology from ..\blocks\topology_blocks_200r.csv using a distance of 100.0"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"1221 edge records loaded from topology file"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"1663 attribute summary accounts"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"0 intermediate summary accounts"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"34 meta accounts"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"1697 targets"
4/3/26, 12:20:02 AM PDT,0,0.0,Status,"Initialize account values"
4/3/26, 12:20:03 AM PDT,0,0.0,Target values changed,"Changes started at 4/3/26, 12:20:02 AM PDT"
4/3/26, 12:20:03 AM PDT,0,0.0,Initialized,""
4/3/26, 12:20:04 AM PDT,0,0.0,Status,"Evaluating PatchWorks_Init"
4/3/26, 12:20:05 AM PDT,0,0.0,Status,"PatchWorks_Init completed"
4/3/26, 12:20:17 AM PDT,0,2.4177292798757425E15,Target values changed,"Changes started at 4/3/26, 12:20:17 AM PDT"
4/3/26, 12:20:17 AM PDT,0,2.4177292798757425E15,Scheduling,
4/3/26, 12:20:17 AM PDT,58,1.8471006865253802E15,Status,"Wait for 0.1 improvement over 50000 attempts"
4/3/26, 12:21:24 AM PDT,60000,1.0382672385919006E8,Status,"Scheduler still changing by 2.34043780430638E9% over 51269 attempts, target is 0.1%"
4/3/26, 12:22:18 AM PDT,125000,7.492961706949997E7,Status,"Scheduler still changing by 38.565667248622084% over 53597 attempts, target is 0.1%"
4/3/26, 12:23:02 AM PDT,190000,7.484900874339998E7,Status,"Scheduler still changing by 0.10769458066750906% over 52077 attempts, target is 0.1%"
4/3/26, 12:23:09 AM PDT,200000,7.484900874339998E7,Scheduling,
4/3/26, 12:23:58 AM PDT,255000,7.148587029506998E7,Status,"Scheduler still changing by 4.704619856271008% over 51353 attempts, target is 0.1%"
4/3/26, 12:25:06 AM PDT,320000,7.114914012434E7,Status,"Scheduler still changing by 0.47327370385855877% over 54189 attempts, target is 0.1%"
4/3/26, 12:26:31 AM PDT,380000,7.057306352079001E7,Status,"Scheduler still changing by 0.8162839684297984% over 51456 attempts, target is 0.1%"
4/3/26, 12:26:45 AM PDT,400000,7.056896615831E7,Scheduling,
4/3/26, 12:27:17 AM PDT,445000,7.056896539153999E7,Status,"Change 0.005807268432067851% less than global target of 0.1%"
4/3/26, 12:27:17 AM PDT,445075,7.056896539153999E7,Save scenario,"Save stage scenario_base to C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\scenario_base"
4/3/26, 12:28:02 AM PDT,445075,7.056896539153999E7,Save completed,""
4/3/26, 12:29:53 AM PDT,445092,2.9365254066701955E15,Target values changed,"Changes started at 4/3/26, 12:29:52 AM PDT"
4/3/26, 12:29:53 AM PDT,445094,2.9365254066701955E15,Status,"Wait for 0.1 improvement over 50000 attempts"
4/3/26, 12:29:56 AM PDT,450000,3.004371585111131E14,Status,"Objective value changed direction: previous=7.056896539153999E7 current=3.004371585111131E14"
4/3/26, 12:30:46 AM PDT,500000,4.168564278434459E12,Status,"Scheduler still changing by 70405.99137004794% over 51180 attempts, target is 0.1%"
4/3/26, 12:31:45 AM PDT,555000,3.4156789465937153E12,Status,"Scheduler still changing by 22.042040356033997% over 51957 attempts, target is 0.1%"
4/3/26, 12:32:23 AM PDT,600000,3.309382900658015E12,Scheduling,
4/3/26, 12:32:32 AM PDT,610000,3.303338431314115E12,Status,"Scheduler still changing by 3.4008176157387977% over 51976 attempts, target is 0.1%"
4/3/26, 12:33:17 AM PDT,665000,3.2955285193810225E12,Status,"Scheduler still changing by 0.2369851114066419% over 51962 attempts, target is 0.1%"
4/3/26, 12:34:02 AM PDT,720000,3.28529454109499E12,Status,"Scheduler still changing by 0.31150869908368206% over 51722 attempts, target is 0.1%"
4/3/26, 12:35:02 AM PDT,775000,3.28327404762239E12,Status,"Change 0.06153898344438396% less than global target of 0.1%"
4/3/26, 12:35:02 AM PDT,775082,3.28327404762239E12,Save scenario,"Save stage scenario_l15h5 to C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\scenario_l15h5"
4/3/26, 12:35:47 AM PDT,775082,3.28327404762239E12,Save completed,""
4/3/26, 12:41:34 AM PDT,775086,3.866261933715975E13,Target values changed,"Changes started at 4/3/26, 12:41:34 AM PDT"
4/3/26, 12:41:34 AM PDT,775087,3.865239058482373E13,Status,"Wait for 0.1 improvement over 50000 attempts"
4/3/26, 12:42:12 AM PDT,800000,2.1583696478216393E10,Scheduling,
4/3/26, 12:42:57 AM PDT,830000,2.0354193340979904E10,Status,"Scheduler still changing by 191590.73447998168% over 50079 attempts, target is 0.1%"
4/3/26, 12:43:52 AM PDT,890000,1.9556495965822205E10,Status,"Scheduler still changing by 4.078938152068708% over 54325 attempts, target is 0.1%"
4/3/26, 12:45:07 AM PDT,950000,1.95541019385637E10,Status,"Change 0.012243094906760047% less than global target of 0.1%"
4/3/26, 12:45:07 AM PDT,950033,1.95541019385637E10,Save scenario,"Save stage scenario_base to C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\scenario_base"
4/3/26, 12:46:06 AM PDT,950033,1.95541019385637E10,Save completed,""
4/3/26, 12:47:55 AM PDT,950130,1.9473644179992036E12,Target values changed,"Changes started at 4/3/26, 12:47:55 AM PDT"
4/3/26, 12:47:55 AM PDT,950131,1.9473644179992036E12,Status,"Wait for 0.1 improvement over 50000 attempts"
4/3/26, 12:47:58 AM PDT,955000,1.947289789083408E12,Status,"Objective value changed direction: previous=1.95541019385637E10 current=1.947289789083408E12"
4/3/26, 12:48:37 AM PDT,1000000,1.7423798837691282E12,Scheduling,
4/3/26, 12:48:41 AM PDT,1005000,1.7423351030020505E12,Status,"Scheduler still changing by 11.76750182234673% over 50436 attempts, target is 0.1%"
4/3/26, 12:49:35 AM PDT,1060000,9.3257245777912E9,Status,"Scheduler still changing by 18583.107017242866% over 50677 attempts, target is 0.1%"
4/3/26, 12:50:24 AM PDT,1115000,2.8451993743292007E9,Status,"Scheduler still changing by 227.77051274271008% over 50443 attempts, target is 0.1%"
4/3/26, 12:51:07 AM PDT,1170000,2.2728429498923E9,Status,"Scheduler still changing by 25.182400942573796% over 50482 attempts, target is 0.1%"
4/3/26, 12:51:34 AM PDT,1200000,2.0932277895167997E9,Scheduling,
4/3/26, 12:51:55 AM PDT,1225000,2.0831146289417E9,Status,"Scheduler still changing by 9.107915537369598% over 50463 attempts, target is 0.1%"
4/3/26, 12:52:40 AM PDT,1285000,2.0819033765999997E9,Status,"Change 0.0581800459768905% less than global target of 0.1%"
4/3/26, 12:52:40 AM PDT,1285082,2.0819033765999997E9,Save scenario,"Save stage scenario_base to C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\scenario_base"
