TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,3
1,feature.Seral.CWHvm_DR_HW_M.immature,,4
1,feature.Seral.CWHvm_DR_HW_M.mature,,5
1,feature.Seral.CWHvm_DR_HW_M.overmature,,6
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,7
1,feature.Seral.CWHvm_DR_HW_M.young,,8
1,feature.Seral.immature,,4
1,feature.Seral.mature,,5
1,feature.Seral.overmature,,6
1,feature.Seral.regenerating,,7
1,feature.Seral.young,,8
1,feature.SpeciesProp.unmanaged.CW,,9
1,feature.SpeciesProp.unmanaged.FDC,,10
1,feature.SpeciesProp.unmanaged.HW,,11
1,feature.StemsPerHa.unmanaged.CWHvm_DR_HW_M,,12
1,feature.Yield.unmanaged.CW,,13
1,feature.Yield.unmanaged.FDC,,14
1,feature.Yield.unmanaged.HW,,15
1,feature.Yield.unmanaged.Total,,16
2,feature.Area.managed,,17
2,feature.Area.og1.CWHvm_DR_HW_M,,18
2,feature.Area.og1.total,,18
2,feature.Area.og2.CWHvm_DR_HW_M,,19
2,feature.Area.og2.total,,19
2,feature.QMD.managed.CWHvm_DR_HW_M,,20
2,feature.Seral.CWHvm_DR_HW_M.immature,,21
2,feature.Seral.CWHvm_DR_HW_M.mature,,22
2,feature.Seral.CWHvm_DR_HW_M.overmature,,23
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,24
2,feature.Seral.CWHvm_DR_HW_M.young,,25
2,feature.Seral.immature,,21
2,feature.Seral.mature,,22
2,feature.Seral.overmature,,23
2,feature.Seral.regenerating,,24
2,feature.Seral.young,,25
2,feature.SpeciesProp.managed.CW,,26
2,feature.SpeciesProp.managed.FDC,,10
2,feature.SpeciesProp.managed.HW,,27
2,feature.StemsPerHa.managed.CWHvm_DR_HW_M,,28
2,feature.Yield.managed.CW,,29
2,feature.Yield.managed.FDC,,30
2,feature.Yield.managed.HW,,31
2,feature.Yield.managed.Total,,32
3,feature.Area.managed,,2
3,feature.Area.og1.CWHvm_FDC_HW_H,,46
3,feature.Area.og1.total,,46
3,feature.Area.og2.CWHvm_FDC_HW_H,,1
3,feature.Area.og2.total,,1
3,feature.QMD.managed.CWHvm_FDC_HW_H,,47
3,feature.Seral.CWHvm_FDC_HW_H.immature,,48
3,feature.Seral.CWHvm_FDC_HW_H.mature,,49
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,50
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,7
3,feature.Seral.CWHvm_FDC_HW_H.young,,8
3,feature.Seral.immature,,48
3,feature.Seral.mature,,49
3,feature.Seral.overmature,,50
3,feature.Seral.regenerating,,7
3,feature.Seral.young,,8
3,feature.SpeciesProp.managed.CW,,51
3,feature.SpeciesProp.managed.FDC,,52
3,feature.SpeciesProp.managed.HW,,53
3,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,54
3,feature.Yield.managed.CW,,55
3,feature.Yield.managed.FDC,,56
3,feature.Yield.managed.HW,,57
3,feature.Yield.managed.Total,,58
4,feature.Area.og1.CWHvm_HW_CW_M,,72
4,feature.Area.og1.total,,72
4,feature.Area.og2.CWHvm_HW_CW_M,,1
4,feature.Area.og2.total,,1
4,feature.Area.unmanaged,,2
4,feature.QMD.unmanaged.CWHvm_HW_CW_M,,73
4,feature.Seral.CWHvm_HW_CW_M.immature,,74
4,feature.Seral.CWHvm_HW_CW_M.mature,,75
4,feature.Seral.CWHvm_HW_CW_M.overmature,,76
4,feature.Seral.CWHvm_HW_CW_M.regenerating,,7
4,feature.Seral.CWHvm_HW_CW_M.young,,8
4,feature.Seral.immature,,74
4,feature.Seral.mature,,75
4,feature.Seral.overmature,,76
4,feature.Seral.regenerating,,7
4,feature.Seral.young,,8
4,feature.SpeciesProp.unmanaged.CW,,27
4,feature.SpeciesProp.unmanaged.FDC,,26
4,feature.SpeciesProp.unmanaged.HW,,10
4,feature.StemsPerHa.unmanaged.CWHvm_HW_CW_M,,12
4,feature.Yield.unmanaged.CW,,77
4,feature.Yield.unmanaged.FDC,,78
4,feature.Yield.unmanaged.HW,,79
4,feature.Yield.unmanaged.Total,,80
5,feature.Area.managed,,17
5,feature.Area.og1.CWHvm_HW_CW_M,,81
5,feature.Area.og1.total,,81
5,feature.Area.og2.CWHvm_HW_CW_M,,19
5,feature.Area.og2.total,,19
5,feature.QMD.managed.CWHvm_HW_CW_M,,82
5,feature.Seral.CWHvm_HW_CW_M.immature,,83
5,feature.Seral.CWHvm_HW_CW_M.mature,,84
5,feature.Seral.CWHvm_HW_CW_M.overmature,,85
5,feature.Seral.CWHvm_HW_CW_M.regenerating,,24
5,feature.Seral.CWHvm_HW_CW_M.young,,25
5,feature.Seral.immature,,83
5,feature.Seral.mature,,84
5,feature.Seral.overmature,,85
5,feature.Seral.regenerating,,24
5,feature.Seral.young,,25
5,feature.SpeciesProp.managed.CW,,27
5,feature.SpeciesProp.managed.FDC,,26
5,feature.SpeciesProp.managed.HW,,86
5,feature.StemsPerHa.managed.CWHvm_HW_CW_M,,87
5,feature.Yield.managed.CW,,88
5,feature.Yield.managed.FDC,,89
5,feature.Yield.managed.HW,,90
5,feature.Yield.managed.Total,,91
6,feature.Area.managed,,2
6,feature.Area.og1.CWHvm_HW_FDC_H,,105
6,feature.Area.og1.total,,105
6,feature.Area.og2.CWHvm_HW_FDC_H,,1
6,feature.Area.og2.total,,1
6,feature.QMD.managed.CWHvm_HW_FDC_H,,106
6,feature.Seral.CWHvm_HW_FDC_H.immature,,48
6,feature.Seral.CWHvm_HW_FDC_H.mature,,49
6,feature.Seral.CWHvm_HW_FDC_H.overmature,,50
6,feature.Seral.CWHvm_HW_FDC_H.regenerating,,7
6,feature.Seral.CWHvm_HW_FDC_H.young,,8
6,feature.Seral.immature,,48
6,feature.Seral.mature,,49
6,feature.Seral.overmature,,50
6,feature.Seral.regenerating,,7
6,feature.Seral.young,,8
6,feature.SpeciesProp.managed.CW,,11
6,feature.SpeciesProp.managed.FDC,,9
6,feature.SpeciesProp.managed.HW,,10
6,feature.StemsPerHa.managed.CWHvm_HW_FDC_H,,107
6,feature.Yield.managed.CW,,108
6,feature.Yield.managed.FDC,,109
6,feature.Yield.managed.HW,,110
6,feature.Yield.managed.Total,,111
7,feature.Area.og1.CWHvm_DR_HW_M,,18
7,feature.Area.og1.total,,18
7,feature.Area.og2.CWHvm_DR_HW_M,,19
7,feature.Area.og2.total,,19
7,feature.Area.unmanaged,,17
7,feature.QMD.unmanaged.CWHvm_DR_HW_M,,120
7,feature.Seral.CWHvm_DR_HW_M.immature,,21
7,feature.Seral.CWHvm_DR_HW_M.mature,,22
7,feature.Seral.CWHvm_DR_HW_M.overmature,,23
7,feature.Seral.CWHvm_DR_HW_M.regenerating,,24
7,feature.Seral.CWHvm_DR_HW_M.young,,25
7,feature.Seral.immature,,21
7,feature.Seral.mature,,22
7,feature.Seral.overmature,,23
7,feature.Seral.regenerating,,24
7,feature.Seral.young,,25
7,feature.SpeciesProp.unmanaged.CW,,26
7,feature.SpeciesProp.unmanaged.FDC,,10
7,feature.SpeciesProp.unmanaged.HW,,27
7,feature.StemsPerHa.unmanaged.CWHvm_DR_HW_M,,12
7,feature.Yield.unmanaged.CW,,121
7,feature.Yield.unmanaged.FDC,,122
7,feature.Yield.unmanaged.HW,,123
7,feature.Yield.unmanaged.Total,,124
8,feature.Area.managed,,2
8,feature.Area.og1.CWHvm_DR_HW_M,,0
8,feature.Area.og1.total,,0
8,feature.Area.og2.CWHvm_DR_HW_M,,1
8,feature.Area.og2.total,,1
8,feature.QMD.managed.CWHvm_DR_HW_M,,125
8,feature.Seral.CWHvm_DR_HW_M.immature,,4
8,feature.Seral.CWHvm_DR_HW_M.mature,,5
8,feature.Seral.CWHvm_DR_HW_M.overmature,,6
8,feature.Seral.CWHvm_DR_HW_M.regenerating,,7
8,feature.Seral.CWHvm_DR_HW_M.young,,8
8,feature.Seral.immature,,4
8,feature.Seral.mature,,5
8,feature.Seral.overmature,,6
8,feature.Seral.regenerating,,7
8,feature.Seral.young,,8
8,feature.SpeciesProp.managed.CW,,126
8,feature.SpeciesProp.managed.FDC,,10
8,feature.SpeciesProp.managed.HW,,127
8,feature.StemsPerHa.managed.CWHvm_DR_HW_M,,128
8,feature.Yield.managed.CW,,129
8,feature.Yield.managed.FDC,,130
8,feature.Yield.managed.HW,,131
8,feature.Yield.managed.Total,,132
